Source,Target,weight
Universal Pictures Lew Wasserman,Dick Powell,2
He Said,Gail Dugan,3
His Mercury Theater,Agnes Moorehead,2
Vito Corleone,Hong Kong,3
Dean Stanton,Chuck Connors,2
Marta Curro,Howard Keel,2
Peter Sellers,Maynard G. Krebs,4
You When You Know I,Clifton Webb,2
James Jackson,Golda Meir,2
Laura Ziskin,Julia Barry,2
You Know I,You Believe Me When I Said I Love You When You Know I,2
Dr. Paul Broun,Billy Carter,2
Sally Gracie,""" Al Capone",2
Robert Redford,Fred Astaire,3
Jack Nicholson,I Said I Love You When You Know I,48
Kenneth Tynan,Alexander Woollcott,2
Frank Loesser,Francis Ford Coppola,6
Jerry Lewis,James Coburn,5
I Said I Love You When You Know I,I Love You When You Know I,2
Pauline Kael,Kenneth Tynan,4
Theodore Stamos,Adolph Gottlieb,2
Harry Fischer,A Viennese Oilman Frank Lloyd,2
Ted Koppel,Fred Travalena,2
My Pants,John Milius,2
No Way Out,Julia Roberts,2
Woody Allen,Peter Bogdanovich,4
Peter Ziegler,Ellen Burstyn,2
Lester Grinspoon,Dr. John H. Halpern,2
Peter Biskind,Eugene O'Neill,2
Franz Kline,Fisher Fine Arts,2
Natalie Wood,David Lynch,5
William Styron,Rose Kennedy,3
Ninna Gradually,James Dean,5
Jack Nicholson,Beverly Hills,212
Michael Learned,Long Island,3
Tom Hanks,Gloria Steinem,2
Martha Raye,Barbra Streisand,5
Michelangelo Antonioni,Bernardo Bertolucci,2
Vincent Price,Charles Bronson,2
Ned Beatty,John Lithgow,2
Susan Sarandon,Jack Nicholson,48
Dennis Hopper,Buck Henry,9
Elaine Stritch,Burt Lancaster,3
Orson Welles,Billy Wilder,5
Yuri Neyman,Woody Allen,4
Tom Burke,Stephen Eckelberry,2
Terry Malloy,Don Corleone,2
Michael Kidd,Marion Seaman,2
Simon Bucharoff,Alan Jay Lerner,2
Jim Brown,Coach Paul Westhead,2
Viva Zapata,John F. Kennedy,4
Sally Kimball,Penguin Young Readers Group,2
Harold Clurman,Cheyenne Brando,2
Jackie Gleason,Gregg Toland,4
Dustin Hoffman,Dean Martin,4
Truman Capote,Anthony Quinn,10
Susan Zachary,Paul Newman,8
My Mother Taught Me,Konstantin Stanislavski,2
My Mother Taught Me,Jack Nicholson,48
Michael Kidd,Alan Jay Lerner,2
George Bernard Shaw,Eva Marie Saint,2
Kerry Shear,Jackson Gibbs,2
Warren Cowan,Francis Ford Coppola,6
Tom Cruise,Tim Robbins,4
Jack Nicholson,Gus Levy,48
Dennis Lee Hopper,Alex Hitz,2
You Believe Me When I Said I Love You When You Know I,Cole Porter,2
Delia Ephron,Billy Crystal,2
Paola Mori,Alexander Woollcott,2
Francis Ford Coppola,Diana Lane,6
Konstantin Stanislavski,Cheyenne Brando,2
Vincent Price,Martin Scorsese,3
Jack Nicholson,Helen Hunt,98
Peter Fonda,Hal Ashby,9
Philip Guston,Herta Menzel,2
Ralph Waite,' ' Five Easy Pieces,3
Jessica Tandy,Darryl F. Zanuck,3
Susan Zachary,Ralph Harold Waite,2
Peter Weir,Dave Brubeck,2
Mark Rydell,Jack Nicholson,48
Ruth Sobtka,Humbert Humbert,2
Frank Gorshin,Bobby Darin,2
Mr. De Niro,Dorothy Pennebaker Brando,2
Judith Jamison,Edward Albee,2
Rita Moreno,Elia Kazan,4
Joanne Woodward,Dean Martin,4
Kareem Abdul - Jabbar,Douglas Aircraft,2
Walter Damrosch,Martha Raye,2
Richard Rodgers,Frances Fink Levy,2
Shaquille O'Neal,Frank Mariani,2
Pearl Harbor,Donna Roth,2
Karen Black,Bruce Dern,2
Leo Ferre,Barbra Streisand,5
Peter Fonda,Fanny Hill,9
Laura Mars,Faye Dunaway,4
Luis Bunuel,Brigitte Bardot,3
John F. Kennedy,Beverly Hills,9
Paul Zaentz,' One Flew Over,4
Ed Graczyk,' Five Easy Pieces,3
Royal Wedding,Dorothy Fields,2
Warren Beatty,Gene Hackman,4
Peter Shaffer,"Murder , My Sweet",2
Quincy Jones,Eddie Barclay,2
Judge Millard L. Midonick,Herta Menzel,2
Brooke Hayward,Andy Warhol,3
Meg Ryan,Ayn Rand,3
New York County Surrogate Court,Harry Fischer,2
Richard Sylbert,""" Virginia Woolf",2
Bob Rafelson,' Five Easy Pieces,8
Martha Raye,Clark Gable,2
Virna Lisi,Brigitte Bardot,3
Tony Bennett,Jack Nicholson,48
William Styron,Millicent Safro,3
Marlon Brando,Damian Elwes,9
Morris Landau,Edward G. Robinson,4
Harry Stanton,Chuck Connors,2
John Lennon,Gloria Swanson,2
Lee Strasberg,Brooke Hayward,5
I Love You When You Know I,Cole Porter,2
Hallie Ephron,Amy Ephron,2
Lee Strasberg,Faye Dunaway,7
Pauline Kael,Joseph Cotten,4
Paul Wasserman,Linda Ronstadt,2
Jeffrey Schneider,Eugene O'Neill,2
Vilmos Zsigmond,Christopher Walken,2
Mira Rostova,Gus Levy,2
Olympia Press,Christopher Isherwood,2
President Ronald Reagan,President Jimmy Carter,2
Gail Dugan,Ellen Burstyn,2
Tom Buchanan,Gail Dugan,2
Me When I Said I Love You When You Know I,Al Jolson,3
You Will Meet,Leslie Kovacs,2
Universal Pictures Lew Wasserman,Ross Macdonald,2
New York County Surrogate Court,Gilbert Lloyd,2
Julian Schnabel,Bel Air,2
Ralph Lauren,Barbara Levin,2
Marty Pilletti,Jack Nicholson,48
Robert Morse,Lee Strasberg,6
Meryl Streep,Clarence Thomas,4
James Caan,Christopher Walken,2
We Are All Jews,Susan Zachary,2
Martin Jurow,Burt Lancaster,3
Donald J. Sobol,Diane Sobol,2
Steve Martin,Helen Gurley,2
Meg Tilly,Helen Hunt,3
Stephen Eckelberry,Jimmy Dean,2
John Calley,Jack Nicholson,48
Leland Hayward,Daria Halprin,2
His Mercury Theater,Herman J. Mankiewicz,2
Yoko Ono,Keith Haring,2
Martin Scorsese,David Lynch,4
Richard Burton,Mason Hoffenberg,4
Victoria Duffy,Rock Hudson,3
Annette Funicello,""" "" Hot Rod Gang",2
Jean Cocteau,His Mercury Theater,2
Marlon Brando,Audrey Hepburn,9
Henry Moore,David Smith,2
Norman Ziegler,Jimmy Dean,2
Marta Orbach,Marta Curro,2
Walter Payton,Tom Fears,2
Sheldon Harnick,Irving Berlin,2
Jeffrey Schneider,Frank Sinatra,4
Orson Welles,Ben Hecht,5
Nick Nolte,Martin Scorsese,3
Martha Raye,Love With You,2
Jackie Gleason,Audrey Hepburn,4
Walt Disney Studios,Martin Scorsese,3
Sanford Meisner,' ' Free Money,2
Terry Malloy,James Dean,5
Stanley Kubrick,Carol Kauffman,4
Sanford Meisner,Edward Norton,2
Don Corleone,A Memorable Oscar Mr. Brando,2
Nicole Kidman,Barry Lyndon,3
Veronica Lake,Leonard Bernstein,2
Woody Allen,Brian De Palma,4
You When You Know I,Burton Lane,2
You When You Know I,Irving Berlin,2
William Inge,Universal Pictures Lew Wasserman,3
I Feel Bad About My Neck,Carl Bernstein,2
Richard Head Welles,Marc Blitzstein,2
Marlon Brando Sr,Arthur Miller,3
Sherry Nelson,Rod Steiger,3
Peggy Kaye,My Heart,2
James Coburn,Henry Fonda,3
Hillary Kaye,Fred Allen,2
Larry King Live,Harold Clurman,2
Lawrence Hauben,Dale Wasserman,3
Martha Raye,Harold Adamson,2
Lillian Carter,James Earl Carter Sr,2
Ned Beatty,Marsha Mason,2
John F. Kennedy,Arsenio Hall,4
Tin Pan Alley,Billy Eckstein,2
Richard Rodgers,Me When I Said I Love You When You Know I,2
My Lovely,Jeff Bridges,2
Truman Capote,My Mother Taught Me,4
Jack Nicholson,Gustav Hasford,48
Nina Ziskin,Julia Roberts,2
Kirk Douglas,Humbert Humbert,5
Sidney Lumet,David Brown,3
Paul Zaentz,Charles Mingus,2
William Hurt,Fred Ebb,3
Paris Zax,Henry Fonda,3
Joan Crawford,""" Royal Wedding",2
Viva Zapata,Pauline Kael,4
Hal B. Wallis,Gary Cooper,2
Vito Corleone,Anthony Quinn,3
Jack Nicholson,Bill Wilson,48
Jack Rosenthal,Anthony Colon,2
Vincent Price,John Milius,2
Kirk Douglas,Barry Lyndon,5
Wendy Jackson,Raymond Shaw,2
Steve Elzer,Jack Nicholson,48
Walt Disney Studios,Frankie Avalon,2
Robert Redford,Paris Zax,2
Julie Christie,Al Pacino,4
Victoria Duffy,Marin Hopper,2
Jack Nicholson,Bob Fosse,48
Paul Simon,Bob Hope,5
Walter Kerr,Billy Flynn,3
Stella Adler,' ' Free Money,3
Roger Hill,Boycotted New York Stage He,2
President John F. Kennedy,Meryl Streep,4
Karen Silkwood,Billy Crystal,2
We Are All Jews,Richard Thomas,2
""" Virginia Woolf",""" Dick Tracy",2
Mark Rothko,Ad Reinhardt,2
Paul Newman,Faye Dunaway,10
Lucinda Ballard,' ' Free Money,2
Lucinda Ballard,Hong Kong,3
Marta Curro,Gus Levy,2
Marlon Brando,Chuck Connors,9
Tina Turner,Katie Elder,2
Virginia Nicholson,Richard Head Welles,2
Marlon Brando,' Edwin Booth,9
Stanley Kubrick,Saturday Night Live,4
Pauline Kael,Faye Dunaway,6
Oskar Kokoschka,A Viennese Oilman Frank Lloyd,2
Hong Kong,Don Corleone,3
William Zsigmond,James Caan,2
New York County Surrogate Court,Francis Bacon,2
Robert Gottlieb,Hallie Ephron,2
Janet Roach,Deborah Condon,2
Jackie Robinson,Dr. Paul Broun,3
Konstantin Stanislavski,Billy Wilder,2
Tony Bennett,Burton Lane,2
Sterling Hayden,Richard Burton,5
Nicole Kidman,Lolita ( Sue Lyon,3
Paul Newman,Beverly Hall,8
Jimmy Dean,Jill Clayburgh,2
Truman Capote,John F. Kennedy,6
Christopher Jones,Charles Bronson,2
Gloria Steinem,Beverly Hills,7
John Raitt,Burt Bacharach,2
Jack Rosenthal,Elaine Cancialla,2
He Said,Faye Greener,3
June Hardin,Duffy Square,2
Elvis Presley,Edd Byrnes,3
Samuel Zachary Arkoff,""" Machine Gun Kelly",2
Jean Cocteau,An Unorthodox Style His,2
Edward G. Robinson,Billy Rose,4
Sky Masterson,Jack Nicholson,48
Robert Goulet,Howard Keel,2
Susan Anspach,Hal Ashby,2
Margaret Quigley,Ann Nicholson,2
Will Geer,Boycotted New York Stage He,2
Roger Smith,Elvis Presley,3
Paul Newman,Edward Norton,8
Ninna Gradually,Brando Necessary,2
Robert De Niro,Billy Wilder,2
Sidney Poitier,James Coburn,4
Barbra Streisand,Al Jolson,12
Vincent Canby,Eva Marie,6
Cheyenne Brando,A Memorable Oscar Mr. Brando,2
Joe Roth,Boris Karloff,2
Joan Crawford,Harold Stern,2
Eduardo Paolozzi,Ad Reinhardt,2
James Mason,Barry Lyndon,3
San Francisco,Bo Goldman,4
Lynda Redfield,' One Flew Over,4
Tom Burke,Norman Ziegler,2
Rene Clement,Angela Molina,2
Warren Beatty,Carol Gottschalk,4
San Francisco,Samuel L. Jackson,4
William Styron,Candice Bergen,3
Mel Gibson,Burt Reynolds,2
Brian De Palma,Al Pacino,3
You When You Know I,Peggy Kaye,2
Beverly Hills,Amy Ephron,7
Francis Ford Coppola,Eddie Cantor,6
Peter Ziegler,Connie White,2
Brooke Hayward,Bel Air,2
Will Greer,Jeff Corey,3
Pauline Kael,Katharine Cornell,4
Natalie Wood,Anthony Quinn,5
Lennie Briscoe,Dick Wolf,2
Veronica Lake,Jack Mitchell,2
Will Firth,Warner Brothers,4
James Earl Carter Jr.,Jackie Robinson,3
Meryl Streep,Burt Reynolds,4
Meg Tilly,Long Island Sound,2
Jerry Maguire,Emily Zinnemann,2
Henry Moore,Francis Kenneth Lloyd,2
Francis Ford Coppola,Ella Logan,6
Paul Newman,Eva Marie Saint,8
Liv Robinson - White,Joe Shuster,2
Nathanael West,Karen Blanche Ziegler,2
Dale Wasserman,""" One Flew Over",2
Marlon Brando Sr,George C. Scott,4
Meg Ryan,Jon Peters,3
Rock Hudson,Dennis Hopper,10
Ella Logan,""" Royal Wedding",2
Jim Nabors,David Letterman,2
Woody Allen,Burt Reynolds,4
Sy Gomberg,George Lucas,3
Jefferson Airplane,Doug Blackburn,2
William Hurt,Tommy Lee Jones,3
Harold Adamson,Francis Ford Coppola,6
Paul Newman,Dean Martin,9
Natalie Wood,Katie Elder,4
Robert Altman,Al Pacino,3
Dennis Lee Hopper,Dennis Hopper,9
James Chressanthis,Jack Nicholson,48
Robert Goulet,Jack Rosenthal,2
Montgomery Clift,Billy Wilder,2
Dick Powell,Damian Elwes,2
John Coltrane,Demi Moore,2
Me When I Said I Love You When You Know I,Jane Powell,2
Eva Marie Saint,' ' Free Money,2
My Heart,Cole Porter,2
Richard Burton,Peter George,4
Neal Cassady,Jack Nicholson,48
Paul Newman,Brando Necessary,8
Martha Raye,Clifton Webb,2
Orson Welles,Frank Rich,5
Scott Rudin,Hallie Ephron,2
Helen Swanson,Dr. Oscar Janiger,2
Lucinda Ballard,Don Corleone,2
Warren Beatty,Steven Spielberg,5
Susan Hall,Mr. Abdul - Jabbar,2
George Lewis,Bessie Smith,2
San Francisco,Ralph Fiennes,4
Gus Levy,Dick Wolf,2
Oona O'Neill Chaplin,Bert Schneider,2
Slim Pickens,Robert Sklar,2
Karen Demel,Kareem Abdul - Jabbar,2
Rose Kennedy,Julie Christie,3
Marta Orbach,Joey Gallo,2
Don Corleone,Bob Hope,5
Pauline Kael,A Dime Western,4
Ralph Lauren,Jack Nicholson,48
Harold Adamson,Esther Williams,2
Jerry Maguire,David Zinnemann,2
Steven Spielberg,George Lucas,4
Norman Ziegler,Karen Black,2
Nathanael West,Lee Strasberg,5
Judy Garland,Cole Porter,3
Marion Seaman,Fred Astaire,3
Philip Guston,Kurt Schwitters,2
Billy Rose,Alfred Hitchcock,3
Ralph Freed,Libby Holman,2
William Goldman,Richard Burton,4
Robert Malcolm,Jed Bernstein,2
Mr. De Palma,""" Dick Tracy",2
Martin Landau,James Madison High School,2
Jet Scott,Jack Nicholson,48
William Inge,William Goldman,3
Elia Kazan,Carol Gottschalk,4
Pauline Kael,A Memorable Oscar Mr. Brando,4
Roman Grant,M. Emmet Walsh,2
Leon Orbach,Anthony Colon,2
Leslie Kovacs,Cliff Robertson,2
My Three Sons,Andy Griffith,2
Ulysses S. Grant,Rudolf Hess,2
John Frankenheimer,Deborah Condon,4
Rachel Fershleiser,Mike Nichols,4
Sheldon Harnick,George Gershwin,2
Tony Curtis,James L. Brooks,2
Tin Pan Alley,I Love You When You Know I,2
My Heart,Libby Holman,2
Eva Marie,Ben Hecht,2
Pauline Kael,Ken Elton Kesey,4
Mike Nichols,Jacob Bernstein,4
Jimmy Carter,Ben - Gurion International Airport,2
Michael Douglas,""" One Flew Over",4
Marlon Brando Sr,Marc Antony,2
Francis Ford Coppola,Ben Hecht,6
Karen Blanche Ziegler,Ellen Burstyn,2
Mindin ' My Business,Frank Sinatra,4
Walter Slurrie,Christopher Lehmann - Haupt,2
Kareem Abdul - Jabbar,Gerald Hatten Buss,2
Ralph Freed,Jack Nicholson,48
Yves Montand,Burton Lane,2
Norm Van Brocklin,Jackson State,2
Rachel Fershleiser,Nicholas Pileggi,2
Woody Allen,Sissy Spacek,4
Charles Aznavour,Barclay Records,2
Jack Nicholson,Bill Murray,98
Jerry Lewis,Elvis Presley,6
Anthony Quinn,Ann Reinking,3
Michael Douglas,Lynda Redfield,4
John Cushman Truesdale Jr.,Ann Nicholson,2
M. Emmet Walsh,Jack Nicholson,48
Peter Fonda,Ned Beatty,9
Nina Ziskin,Denzel Washington,2
Lillian Carter,Ben - Gurion International Airport,2
Judge Millard L. Midonick,Franz Kurt Levai,2
Rock Hudson,Leland Hayward,3
Stella Adler,Ben Hecht,3
Leon Orbach,Burt Bacharach,2
Orson Welles,Kevin Costner,6
Marion Cunningham,George Lewis,2
Saul Zaentz,Ralph Fiennes,4
Jack Nicholson,Greta Garbo,48
Warner Brothers,Marlon Brando,11
Rita Hayworth,Richard Condon,2
Fred Feldman,Dean Martin,3
Jerry Orbach,Herbert Berghof,2
Stanley Kowalski,Edward Norton,2
Michael Uslan,Mark Evanier,2
Rollin Hand,Billy Rose,2
Jack Nicholson,Adam Roarke,48
Estelle Reiner,Billy Crystal,2
Vic Lovell,Paul Newman,8
Jimmy Carter,Jackie Robinson,3
Mr. De Niro,Arthur Miller,3
Peter Shaffer,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",2
You Know I,I Said I Love You When You Know I,2
Rin Tin Tin,Lynn Cartwright,2
Burt Bacharach,Annie Get Your Gun,2
Joan Crawford,Jane Powell,2
Rich Little,Arsenio Hall,2
Charlie Sheen,A Memorable Oscar Mr. Brando,3
"Murder , My Sweet",Jay Kanter,2
Billy Wilder,Arthur Miller,3
Sean Penn,Jay Cantor,2
Leland Hayward,Dennis Lee Hopper,2
Love With You,Esther Williams,2
Eddie Robinson,Dr. Ruby Higgins,3
Larry Kert,Jack Nicholson,48
Liv Robinson - White,Jack Nicholson,48
Nicholas Pileggi,My Neck,2
Long Island Sound,Jack Nicholson,48
Dr. Charles Grob,Aldous Huxley,2
Michael Learned,Beverly Hall,2
Rod Steiger,Jerry Lewis,6
Supreme Court Justice Herbert I. Altman,David Somerset,2
Johnny Carson,Bobby Darin,2
Simon Bucharoff,Joan Crawford,2
Tom Cruise,John Calley,4
Lillian Hellman,Jack Nicholson,48
Jeff Corey,Eve Corey Polling,3
David Letterman,Bobby Darin,2
Myrtle Wilson,Karen Black,2
Paul Newman,George William Duell,8
Warner Brothers,Brooke Hayward,4
Joanne Woodward,Jane Fonda,3
Marie - Christine Schneider,Luis Bunuel,2
We Are All Jews,Al Pacino,3
Sabrina Calley,Long Island Sound,2
James B. Bakalar,Dr. John H. Halpern,2
My Heart,Barbra Streisand,5
Marlon Brando,Charlie Sheen,20
Elvis Presley,Ann - Margret,3
Billy Crystal,Alice Arlen,2
Ralph Waite,John Jr.,3
Ralph Freed,Mindin ' My Business,2
Kirk Douglas,Elia Kazan,7
Terry Malloy,Jessica Tandy,3
Viva Zapata,Marc Antony,2
Marc Antony,Christian Brando,2
Euphemia Blackburn,Bill Wilson,2
Rose Gershwin,Cole Porter,2
Sally Gracie,Joan Benedict,2
Meryl Streep,Leslie Kovacs,4
Ralph Fiennes,Goldie Zaentz,2
Edward Norton,Brando Necessary,2
Vincent Price,My Pants,2
Leo Ferre,Agence France - Presse,2
Peter Manso,Orson Welles,5
Dr. John H. Halpern,Bill Wilson,2
Herta Menzel,Ad Reinhardt,2
Jack Nicholson,Al Jolson,98
George Gershwin,Clifton Webb,2
Terry Gilliam,Dean Stanton,2
Jay Kanter,Elliott Kastner,2
My Neck,Amy Ephron,2
Sylvester Stallone,Elia Kazan,4
Virginia Nicholson,Jean Cocteau,2
", Sharmagne Leland - St",""" Dick Tracy",2
M. Emmet Walsh,' Saturday Night Live,2
James Cagney,' ' Viva Las Vegas,2
Mira Rostova,Alfred Drake,2
Peter Sellers,Jackie Gleason,6
His Bluejeans,Billy Wilder,2
Maria Schneider,Carole Bouquet,2
You Believe Me When I Said I Love You When You Know I,Jack Nicholson,48
Slim Pickens,Olympia Press,2
Bob Rafelson,' ' Five Easy Pieces,4
Jessica Tandy,David Brown,3
Micky Brown,Janie Drexel,2
Lady Be Good,Judy Garland,3
One Flew Over,John Coltrane,2
Charles Bronson,""" Hot Rod Girl",2
David Byrne,Alfred Hitchcock,3
Ira Gershwin,I Love You When You Know I,2
Lillian Hellman,Helen Gurley Brown,3
Richard D. Zanuck,Darryl F. Zanuck,2
Meryl Streep,Hector Babenco,4
Slim Pickens,George C. Scott,4
Quincy Jones,Prince Albert,2
William Tepper,He Said,3
James L. Brooks,' My Fair Lady,2
Ulysses S. Grant,Jack Gould,2
Montgomery Clift,Dag Drollet,2
Willie Williams,Buck Buchanan,2
His Bluejeans,Beverly Hills,7
Truman Capote,His Bluejeans,4
Tin Pan Alley,Frances Fink Levy,2
Peter Ziegler,Norman Ziegler,2
So Paulo,John Kander,2
Martin Landau,Barbara Bain,2
Ned Rorem,David Byrne,2
My Three Sons,Lou Grant,2
Vincente Minnelli,Love With You,2
Marin Hopper,Julian Schnabel,2
Nathanael West,He Said,3
Doug Blackburn,""" One Flew Over",2
Peter Lorre,Michael Landon,2
Gloria Swanson,Arnold Schwarzenegger,2
Warren Beatty,Pauline Kael,6
Johnny Depp,John F. Kennedy,5
San Francisco,Cynthia Snyder,4
Neil Simon,Leonard Bernstein,3
Sheldon Harnick,Harold Adamson,2
Millicent Safro,Julie Christie,3
Robert Mitchum,Arthur Penn,2
James Coburn,Eddie Cantor,2
Susie Landau Finch,Marilyn Monroe,3
Frankie Avalon,Don Johnson,2
Julie Christie,Goldie Hawn,3
Peter Davis,Audrey Simon,2
My Mother Taught Me,Arthur Miller,3
Vincente Minnelli,George Gershwin,2
Simi Valley,Johnny Carson,2
Paul Wasserman,Bob Dylan,2
A Young Gershwin As Role Model During,""" Royal Wedding",2
Love With You,Billy Eckstein,2
Scott Rudin,Jack Nicholson,48
Jack Lemmon,Hal B. Wallis,2
Marion Seaman,Harold Stern,2
Roy Huggins,Roger Smith,2
William Tepper,Jill Clayburgh,2
Terry Southern,Peter Fonda,20
Amy Ephron,' Lucky Numbers,2
I Love You When You Know I,A Young Gershwin As Role Model During,2
George C. Scott,Christopher Isherwood,4
June Hardin,Ilona Sommer,2
Orson Welles,Boycotted New York Stage He,5
Marty Pilletti,Elia Kazan,4
Fred Zinnemann,Bill Gillespie,2
Neil Simon,Arnold Schwarzenegger,3
Ralph Freed,Bob Fosse,2
Frank Lloyd,Bernard J. Reis,2
Tony Curtis,Dean Martin,3
John Huston,Christopher Lehmann - Haupt,3
Ira Gershwin,Alan Jay Lerner,2
Katharine Cornell Through Thornton Wilder,Boycotted New York Stage He,2
Marlon Brando,Jack Gould,9
"Murder , My Sweet",Iris Murdoch,2
Marlon Brando,Anna Justine,9
Tom Cruise,Arthur C. Clarke,4
Tom Burke,Bob Rafelson,3
Ralph Freed,Cole Porter,2
Richard Benjamin,Peter Fonda,9
Ann Reinking,Andy Warhol,3
Detective Lennie Briscoe,Billy Flynn,2
Sidney Poitier,Rudolph Hess,4
Peggy Kaye,Judy Garland,3
Shirley Knight,Pat Boone,2
Peter Fonda,Natalie Wood,11
Jane Powell,Barbra Streisand,5
Marty Pilletti,Arthur Miller,3
Judge Millard L. Midonick,David Somerset,2
Griffin Fariello,Anthony Perkins,2
Sidney Poitier,Kathy Fields Lander,4
Nicholas Pileggi,Dorothy Schiff,2
Rudolph Hess,Charley Malloy,2
William Randolph Hearst,George Orson Welles,2
Lennie Briscoe,Lee Strasberg,5
Ned Beatty,Al Pacino,3
Leon Orbach,Detective Lennie Briscoe,2
Mark Rothko,Franz Kurt Levai,2
Clarence Thomas,Amy Ephron,2
George Lucas,Beverly Hills,8
Peter Manso,Marlon Brando Sr,2
Laura Ziskin,Laura Mars,2
You Can See Forever,Cy Coleman,2
Philip Guston,Francis Bacon,2
Pauline Kael,Boycotted New York Stage He,4
Richard Head Welles,Jackie Gleason,4
President John F. Kennedy,Larry Smith,2
Willie Williams,John Gagliardi,2
Nicholas Ontiveros,Jack Nicholson,48
Universal Pictures Lew Wasserman,Jeff Bridges,2
My Three Sons,Ernest Borgnine,2
Peter Manso,Harold Clurman,2
Gilbert Lloyd,Franz Kline,2
Paul Newman,Clive Barnes,8
Christopher Walken,Brian De Palma,2
Francis Ford Coppola,Dennis Lee Hopper,6
Lady Be Good,I Love You When You Know I,2
Francis Ford Coppola,Christopher Jones,6
You Will Meet,Christopher Walken,2
Dean Stanton,David Lynch,3
Larry Solters,Frank Sinatra,4
Woody Allen,James Coburn,4
Jay Cantor,Ann Douglas,2
James Earl Carter Sr,Ben - Gurion International Airport,2
Richard Burton,Peter Shaffer,4
Goldie Hawn,Elliott Gould,3
Paul Newman,Harold Brodkey,8
Simon Wiesenthal,Johnny Depp,3
Linda East,Jackson Gibbs,2
Joe Shuster,' Robin Meets Maid Marian,2
Scott Peacock,Ruth Lewis Smith,2
Louise Fletcher,Cliff People,3
Martha Raye,Alan Jay Lerner,2
Richard Rodgers,Jane Powell,2
Steven Spielberg,Brian De Palma,3
Eugene O'Neill,Charlie Chaplin,2
Richard Gere,No Way Out,2
Dennis Hopper,Al Pacino,10
Len Cariou,Frances Fink Levy,2
Don Johnson,Boris Karloff,2
Scott Rudin,' Lucky Numbers,2
Paris Zax,James Coburn,2
Marlon Sr,Eva Marie Saint,2
Stephen Eckelberry,Richard Benjamin,2
Peter Fonda,Al Pacino,10
Natalie Wood,Audrey Hepburn,4
Marion Seaman,""" Royal Wedding",2
Larry Kert,Billy Flynn,2
Warren Beatty,Billy Wilder,4
